locus_tag	type	contig	start	end	strand	length	product	score	inference	db_xref	gene	operon	note
BSUB_00146	CDS	NC_000964.3	148931	149875	+	944	RNA_pol_A_bac	132.6	protein motif:Pfam-A	Pfam:PF01000.32		OP_0022:5/7	
BSUB_00147	CDS	NC_000964.3	149953	150315	+	362	Ribosomal_L17	139.9	protein motif:Pfam-A	Pfam:PF01196.25		OP_0022:6/7	
BSUB_00148	CDS	NC_000964.3	150443	151288	+	845	ABC_tran	132.5	protein motif:Pfam-A	Pfam:PF00005.34		OP_0022:7/7	
BSUB_00149	CDS	NC_000964.3	151264	152133	+	869	ABC_tran	115.1	protein motif:Pfam-A	Pfam:PF00005.34			
BSUB_00150	CDS	NC_000964.3	152130	152927	+	797	CbiQ	223.8	protein motif:Pfam-A	Pfam:PF02361.22		OP_0023:1/4	
BSUB_00151	CDS	NC_000964.3	152937	153680	+	743	PseudoU_synth_1	160.1	protein motif:Pfam-A	Pfam:PF01416.26		OP_0023:2/4	
BSUB_00152	CDS	NC_000964.3	153842	154279	+	437	Ribosomal_L13	163.6	protein motif:Pfam-A	Pfam:PF00572.25		OP_0023:3/4	
BSUB_00153	CDS	NC_000964.3	154300	154692	+	392	Ribosomal_S9	168.1	protein motif:Pfam-A	Pfam:PF00380.26		OP_0023:4/4	
BSUB_00154	CDS	NC_000964.3	155156	155923	+	767	Methyltransf_11	59.2	protein motif:Pfam-A	Pfam:PF08241.19		OP_0024:1/4	
BSUB_00155	CDS	NC_000964.3	156109	156552	+	443	DUF2521	197.8	protein motif:Pfam-A	Pfam:PF10730.15		OP_0024:2/4	
BSUB_00156	CDS	NC_000964.3	156612	157325	+	713	Amidase_3	171.3	protein motif:Pfam-A	Pfam:PF01520.24		OP_0024:3/4	
BSUB_00157	CDS	NC_000964.3	157421	158479	+	1058	ParA	287.0	protein motif:Pfam-A	Pfam:PF10609.16		OP_0024:4/4	
BSUB_00158	CDS	NC_000964.3	158515	159072	-	557	GerD	155.1	protein motif:Pfam-A	Pfam:PF17898.7			signal_peptide:1..21;score=2.6;h_max=2.7
	signal_peptide	NC_000964.3	159010	159072	-	62	signal peptide (BSUB_00158)	2.6	ab initio prediction:Darwin:SignalScanner				parent=BSUB_00158;cleavage_site=21
BSUB_00159	CDS	NC_000964.3	159182	159778	+	596	KbaA	258.9	protein motif:Pfam-A	Pfam:PF14089.12			signal_peptide:1..27;score=2.67;h_max=3.0
	signal_peptide	NC_000964.3	159182	159262	+	80	signal peptide (BSUB_00159)	2.7	ab initio prediction:Darwin:SignalScanner				parent=BSUB_00159;cleavage_site=27
BSUB_00160	CDS	NC_000964.3	159779	160543	-	764	Polysacc_deac_1	117.4	protein motif:Pfam-A	Pfam:PF01522.27			signal_peptide:1..24;score=2.51;h_max=2.27
	signal_peptide	NC_000964.3	160472	160543	-	71	signal peptide (BSUB_00160)	2.5	ab initio prediction:Darwin:SignalScanner				parent=BSUB_00160;cleavage_site=24
BSUB_r0013	rRNA	NC_000964.3	160897	162442	+	1545	16S ribosomal RNA		COORDINATES:profile:Barrnap				
BSUB_00161	CDS	NC_000964.3	162087	162341	+	254	hypothetical protein	7.0	ab initio prediction:Prodigal				
BSUB_r0014	rRNA	NC_000964.3	162612	165534	+	2922	23S ribosomal RNA		COORDINATES:profile:Barrnap				
BSUB_00162	CDS	NC_000964.3	164501	164923	-	422	hypothetical protein	4.4	ab initio prediction:Prodigal				
BSUB_r0015	rRNA	NC_000964.3	165593	165703	+	110	5S ribosomal RNA	0.0	COORDINATES:profile:Barrnap				
BSUB_t0017	tRNA	NC_000964.3	165754	165826	+	72	tRNA-Asn		COORDINATES:profile:Aragorn				
BSUB_t0018	tRNA	NC_000964.3	165830	165902	+	72	tRNA-Thr		COORDINATES:profile:Aragorn				
BSUB_t0019	tRNA	NC_000964.3	165959	166033	+	74	tRNA-Gly		COORDINATES:profile:Aragorn				
BSUB_t0020	tRNA	NC_000964.3	166064	166140	+	76	tRNA-Arg		COORDINATES:profile:Aragorn				
BSUB_t0021	tRNA	NC_000964.3	166168	166244	+	76	tRNA-Pro		COORDINATES:profile:Aragorn				
BSUB_t0022	tRNA	NC_000964.3	166253	166328	+	75	tRNA-Ala		COORDINATES:profile:Aragorn				
BSUB_r0016	rRNA	NC_000964.3	166504	168050	+	1546	16S ribosomal RNA		COORDINATES:profile:Barrnap				
BSUB_00163	CDS	NC_000964.3	167695	167949	+	254	hypothetical protein	7.0	ab initio prediction:Prodigal				
BSUB_r0017	rRNA	NC_000964.3	168220	171140	+	2920	23S ribosomal RNA		COORDINATES:profile:Barrnap				
BSUB_r0018	rRNA	NC_000964.3	171199	171309	+	110	5S ribosomal RNA	0.0	COORDINATES:profile:Barrnap				
BSUB_r0019	rRNA	NC_000964.3	171502	173046	+	1544	16S ribosomal RNA		COORDINATES:profile:Barrnap				
BSUB_00164	CDS	NC_000964.3	172692	172946	+	254	hypothetical protein	6.3	ab initio prediction:Prodigal				
BSUB_r0020	rRNA	NC_000964.3	173216	176140	+	2924	23S ribosomal RNA		COORDINATES:profile:Barrnap				
BSUB_r0021	rRNA	NC_000964.3	176199	176309	+	110	5S ribosomal RNA	0.0	COORDINATES:profile:Barrnap				
BSUB_00165	CDS	NC_000964.3	177083	178519	+	1436	Sulfate_transp	207.1	protein motif:Pfam-A	Pfam:PF00916.27		OP_0025:1/2	
BSUB_00166	CDS	NC_000964.3	178535	178687	+	152	hypothetical protein	5.2	ab initio prediction:Prodigal			OP_0025:2/2	
BSUB_00167	CDS	NC_000964.3	178626	179585	+	959	SBF	71.1	protein motif:Pfam-A	Pfam:PF01758.22			
BSUB_00168	CDS	NC_000964.3	179595	180347	-	752	Esterase	103.8	protein motif:Pfam-A	Pfam:PF00756.27			
BSUB_00169	CDS	NC_000964.3	180344	181354	-	1010	FecCD	295.0	protein motif:Pfam-A	Pfam:PF01032.24			signal_peptide:1..23;score=2.32;h_max=3.7
	signal_peptide	NC_000964.3	181286	181354	-	68	signal peptide (BSUB_00169)	2.3	ab initio prediction:Darwin:SignalScanner				parent=BSUB_00169;cleavage_site=23
BSUB_00170	CDS	NC_000964.3	181347	182351	-	1004	FecCD	291.4	protein motif:Pfam-A	Pfam:PF01032.24		OP_0026:1/11	signal_peptide:1..19;score=2.47;h_max=2.12
	signal_peptide	NC_000964.3	182295	182351	-	56	signal peptide (BSUB_00170)	2.5	ab initio prediction:Darwin:SignalScanner				parent=BSUB_00170;cleavage_site=19
BSUB_00171	CDS	NC_000964.3	182370	183323	-	953	Peripla_BP_2	110.0	protein motif:Pfam-A	Pfam:PF01497.24		OP_0026:2/11	signal_peptide:1..19;score=2.81;h_max=3.64
	signal_peptide	NC_000964.3	183267	183323	-	56	signal peptide (BSUB_00171)	2.8	ab initio prediction:Darwin:SignalScanner				parent=BSUB_00171;cleavage_site=19
BSUB_00172	CDS	NC_000964.3	183414	185003	-	1589	Peripla_BP_2	93.1	protein motif:Pfam-A	Pfam:PF01497.24		OP_0026:3/11	
BSUB_00173	CDS	NC_000964.3	185194	186438	-	1244	NamZ_N	315.0	protein motif:Pfam-A	Pfam:PF07075.18		OP_0026:4/11	signal_peptide:1..23;score=2.51;h_max=2.3
	signal_peptide	NC_000964.3	186370	186438	-	68	signal peptide (BSUB_00173)	2.5	ab initio prediction:Darwin:SignalScanner				parent=BSUB_00173;cleavage_site=23
BSUB_00174	CDS	NC_000964.3	186452	188380	-	1928	Glyco_hydro_3	413.6	protein motif:Pfam-A	Pfam:PF00933.28		OP_0026:5/11	signal_peptide:1..28;score=2.66;h_max=2.99
	signal_peptide	NC_000964.3	188297	188380	-	83	signal peptide (BSUB_00174)	2.7	ab initio prediction:Darwin:SignalScanner				parent=BSUB_00174;cleavage_site=28
BSUB_00175	CDS	NC_000964.3	188408	189733	-	1325	Beta-lactamase	238.8	protein motif:Pfam-A	Pfam:PF00144.30		OP_0026:6/11	signal_peptide:1..19;score=2.14;h_max=2.9
	signal_peptide	NC_000964.3	189677	189733	-	56	signal peptide (BSUB_00175)	2.1	ab initio prediction:Darwin:SignalScanner				parent=BSUB_00175;cleavage_site=19
BSUB_00176	CDS	NC_000964.3	189790	191157	-	1367	PTS_EIIC	161.2	protein motif:Pfam-A	Pfam:PF02378.24		OP_0026:7/11	
BSUB_00177	CDS	NC_000964.3	191183	192034	-	851	HTH_6	102.2	protein motif:Pfam-A	Pfam:PF01418.24		OP_0026:8/11	
BSUB_00178	CDS	NC_000964.3	192051	192965	-	914	GKRP_SIS_N	64.0	protein motif:Pfam-A	Pfam:PF22645.2		OP_0026:9/11	
BSUB_00179	CDS	NC_000964.3	193075	193557	-	482	hypothetical protein	40.5	ab initio prediction:Prodigal			OP_0026:10/11	
BSUB_00180	CDS	NC_000964.3	193570	194025	-	455	2-thiour_desulf	147.4	protein motif:Pfam-A	Pfam:PF04463.18		OP_0026:11/11	
BSUB_t0023	tRNA	NC_000964.3	194205	194279	+	74	tRNA-Glu		COORDINATES:profile:Aragorn				
BSUB_t0024	tRNA	NC_000964.3	194283	194358	+	75	tRNA-Val		COORDINATES:profile:Aragorn				
BSUB_t0025	tRNA	NC_000964.3	194363	194436	+	73	tRNA-Thr		COORDINATES:profile:Aragorn				
BSUB_t0026	tRNA	NC_000964.3	194458	194542	+	84	tRNA-Tyr		COORDINATES:profile:Aragorn				
BSUB_t0027	tRNA	NC_000964.3	194546	194620	+	74	tRNA-Gln		COORDINATES:profile:Aragorn				
BSUB_00181	CDS	NC_000964.3	194849	195412	+	563	Sigma70_r2	78.8	protein motif:Pfam-A	Pfam:PF04542.21		OP_0027:1/3	
BSUB_00182	CDS	NC_000964.3	195426	196052	+	626	hypothetical protein	36.4	ab initio prediction:Prodigal			OP_0027:2/3	
BSUB_00183	CDS	NC_000964.3	196213	197034	+	821	DAC	150.2	protein motif:Pfam-A	Pfam:PF02457.22		OP_0027:3/3	
BSUB_00184	CDS	NC_000964.3	197027	198478	+	1451	YbbR	169.5	protein motif:Pfam-A	Pfam:PF07949.18		OP_0028:1/2	signal_peptide:1..19;score=2.24;h_max=3.35
	signal_peptide	NC_000964.3	197027	197083	+	56	signal peptide (BSUB_00184)	2.2	ab initio prediction:Darwin:SignalScanner				parent=BSUB_00184;cleavage_site=19
BSUB_00185	CDS	NC_000964.3	198497	199843	+	1346	PGM_PMM_I	154.3	protein motif:Pfam-A	Pfam:PF02878.23		OP_0028:2/2	
BSUB_04227	CDS	NC_000964.3	200213	200260	+	47	hypothetical protein	6.0	ab initio prediction:Darwin:MiniGeneHunter			OP_0029:1/2	small_orf;rbs_score=6.0
BSUB_00186	CDS	NC_000964.3	200277	202079	+	1802	SIS	212.0	protein motif:Pfam-A	Pfam:PF01380.28		OP_0029:2/2	
BSUB_00187	CDS	NC_000964.3	202547	203458	-	911	OGG_N	58.5	protein motif:Pfam-A	Pfam:PF07934.19			
BSUB_00188	CDS	NC_000964.3	203729	204364	+	635	Ada_Zn_binding	100.2	protein motif:Pfam-A	Pfam:PF02805.22			
BSUB_00189	CDS	NC_000964.3	204351	204890	+	539	DNA_binding_1	112.4	protein motif:Pfam-A	Pfam:PF01035.27			signal_peptide:1..25;score=1.86;h_max=1.64
	signal_peptide	NC_000964.3	204351	204425	+	74	signal peptide (BSUB_00189)	1.9	ab initio prediction:Darwin:SignalScanner				parent=BSUB_00189;cleavage_site=25
BSUB_00190	CDS	NC_000964.3	205409	206926	+	1517	Proton_antipo_M	247.3	protein motif:Pfam-A	Pfam:PF00361.26		OP_0030:1/5	
BSUB_00191	CDS	NC_000964.3	206941	209556	+	2615	DabA	903.7	protein motif:Pfam-A	Pfam:PF10070.15		OP_0030:2/5	
BSUB_00192	CDS	NC_000964.3	209633	210160	+	527	hypothetical protein	45.1	ab initio prediction:Prodigal			OP_0030:3/5	
BSUB_00193	CDS	NC_000964.3	210224	210514	+	290	DUF6407	137.0	protein motif:Pfam-A	Pfam:PF19945.5		OP_0030:4/5	
BSUB_00194	CDS	NC_000964.3	210572	210946	+	374	MpsC	134.3	protein motif:Pfam-A	Pfam:PF10057.15		OP_0030:5/5	
BSUB_00195	CDS	NC_000964.3	211429	211731	+	302	hypothetical protein	5.5	ab initio prediction:Prodigal			OP_0031:1/2	
BSUB_00196	CDS	NC_000964.3	211859	213031	+	1172	MFS_1	149.4	protein motif:Pfam-A	Pfam:PF07690.22		OP_0031:2/2	
BSUB_00197	CDS	NC_000964.3	213941	214108	+	167	RiPP_SkfA	111.3	protein motif:Pfam-A	Pfam:PF27875.1		OP_0032:1/2	
BSUB_00198	CDS	NC_000964.3	214175	215407	+	1232	Radical_SAM	92.8	protein motif:Pfam-A	Pfam:PF04055.28		OP_0032:2/2	
BSUB_00199	CDS	NC_000964.3	215404	216894	+	1490	Rce1-like	44.2	protein motif:Pfam-A	Pfam:PF02517.22		OP_0033:1/7	
BSUB_00200	CDS	NC_000964.3	216913	217632	+	719	ABC_tran	117.8	protein motif:Pfam-A	Pfam:PF00005.34		OP_0033:2/7	
BSUB_00201	CDS	NC_000964.3	217697	219040	+	1343	SkfF	704.5	protein motif:Pfam-A	Pfam:PF27876.1		OP_0033:3/7	
BSUB_00202	CDS	NC_000964.3	219087	219602	+	515	hypothetical protein	53.1	ab initio prediction:Prodigal			OP_0033:4/7	
BSUB_00203	CDS	NC_000964.3	219607	220032	+	425	hypothetical protein	43.5	ab initio prediction:Prodigal			OP_0033:5/7	
BSUB_00204	CDS	NC_000964.3	220279	221256	+	977	hypothetical protein	106.0	ab initio prediction:Prodigal			OP_0033:6/7	signal_peptide:1..23;score=1.63;h_max=2.83
	signal_peptide	NC_000964.3	220279	220347	+	68	signal peptide (BSUB_00204)	1.6	ab initio prediction:Darwin:SignalScanner				parent=BSUB_00204;cleavage_site=23
BSUB_00205	CDS	NC_000964.3	221258	221929	+	671	Response_reg	83.8	protein motif:Pfam-A	Pfam:PF00072.31		OP_0033:7/7	
BSUB_00206	CDS	NC_000964.3	221926	222912	+	986	hypothetical protein	87.0	ab initio prediction:Prodigal			OP_0034:1/2	signal_peptide:1..24;score=2.17;h_max=3.0
	signal_peptide	NC_000964.3	221926	221997	+	71	signal peptide (BSUB_00206)	2.2	ab initio prediction:Darwin:SignalScanner				parent=BSUB_00206;cleavage_site=24
BSUB_00207	CDS	NC_000964.3	222971	223234	+	263	hypothetical protein	18.7	ab initio prediction:Prodigal			OP_0034:2/2	
BSUB_00208	CDS	NC_000964.3	223219	223989	-	770	Pkinase	106.4	protein motif:Pfam-A	Pfam:PF00069.32		OP_0035:1/2	
BSUB_00209	CDS	NC_000964.3	224075	224932	-	857	hypothetical protein	91.6	ab initio prediction:Prodigal			OP_0035:2/2	signal_peptide:1..25;score=2.6;h_max=2.71
	signal_peptide	NC_000964.3	224858	224932	-	74	signal peptide (BSUB_00209)	2.6	ab initio prediction:Darwin:SignalScanner				parent=BSUB_00209;cleavage_site=25
BSUB_00210	CDS	NC_000964.3	225064	226248	+	1184	DUF4885	629.7	protein motif:Pfam-A	Pfam:PF16226.10			
BSUB_00211	CDS	NC_000964.3	226566	227954	+	1388	AA_permease	387.8	protein motif:Pfam-A	Pfam:PF00324.28		OP_0036:1/3	
BSUB_00212	CDS	NC_000964.3	228066	228314	+	248	CsgA	127.1	protein motif:Pfam-A	Pfam:PF17334.8		OP_0036:2/3	
BSUB_00213	CDS	NC_000964.3	228331	228522	+	191	DUF5370	128.8	protein motif:Pfam-A	Pfam:PF17340.8		OP_0036:3/3	
BSUB_00214	CDS	NC_000964.3	228549	229352	-	803	Transpeptidase	132.2	protein motif:Pfam-A	Pfam:PF00905.28			signal_peptide:1..18;score=2.21;h_max=3.21
	signal_peptide	NC_000964.3	229299	229352	-	53	signal peptide (BSUB_00214)	2.2	ab initio prediction:Darwin:SignalScanner				parent=BSUB_00214;cleavage_site=18
BSUB_00215	CDS	NC_000964.3	229525	230778	+	1253	p450	70.4	protein motif:Pfam-A	Pfam:PF00067.28			
BSUB_00216	CDS	NC_000964.3	230819	231079	-	260	hypothetical protein	36.9	ab initio prediction:Prodigal				signal_peptide:1..18;score=2.06;h_max=2.5
	signal_peptide	NC_000964.3	231026	231079	-	53	signal peptide (BSUB_00216)	2.1	ab initio prediction:Darwin:SignalScanner				parent=BSUB_00216;cleavage_site=18
BSUB_00217	CDS	NC_000964.3	231330	232967	+	1637	AA_permease_2	171.3	protein motif:Pfam-A	Pfam:PF13520.13			
BSUB_00218	CDS	NC_000964.3	233014	233895	-	881	GDPD	239.9	protein motif:Pfam-A	Pfam:PF03009.24		OP_0037:1/2	signal_peptide:1..26;score=2.16;h_max=2.99
	signal_peptide	NC_000964.3	233818	233895	-	77	signal peptide (BSUB_00218)	2.2	ab initio prediction:Darwin:SignalScanner				parent=BSUB_00218;cleavage_site=26
BSUB_00219	CDS	NC_000964.3	233994	235328	-	1334	MFS_1	199.2	protein motif:Pfam-A	Pfam:PF07690.22		OP_0037:2/2	
BSUB_00220	CDS	NC_000964.3	235625	235873	+	248	DUF2651	83.7	protein motif:Pfam-A	Pfam:PF10852.15		OP_0038:1/2	
BSUB_00221	CDS	NC_000964.3	235965	236882	+	917	Acetyltransf_1	73.9	protein motif:Pfam-A	Pfam:PF00583.32		OP_0038:2/2	
BSUB_00222	CDS	NC_000964.3	236879	238129	+	1250	MFS_1	172.4	protein motif:Pfam-A	Pfam:PF07690.22			signal_peptide:1..20;score=2.17;h_max=3.0
	signal_peptide	NC_000964.3	236879	236938	+	59	signal peptide (BSUB_00222)	2.2	ab initio prediction:Darwin:SignalScanner				parent=BSUB_00222;cleavage_site=20
BSUB_00223	CDS	NC_000964.3	238644	239555	-	911	hypothetical protein	55.8	ab initio prediction:Prodigal			OP_0039:1/3	
BSUB_00224	CDS	NC_000964.3	239644	241842	-	2198	Ybfg_C	233.7	protein motif:Pfam-A	Pfam:PF21015.3		OP_0039:2/3	
BSUB_00225	CDS	NC_000964.3	241917	242837	-	920	EamA	154.1	protein motif:Pfam-A	Pfam:PF00892.27		OP_0039:3/3	signal_peptide:1..21;score=2.18;h_max=3.05
	signal_peptide	NC_000964.3	242775	242837	-	62	signal peptide (BSUB_00225)	2.2	ab initio prediction:Darwin:SignalScanner				parent=BSUB_00225;cleavage_site=21
BSUB_00226	CDS	NC_000964.3	242834	243661	-	827	AraC_binding	103.1	protein motif:Pfam-A	Pfam:PF02311.26			
BSUB_00227	CDS	NC_000964.3	243892	245046	+	1154	ATP-grasp	212.4	protein motif:Pfam-A	Pfam:PF02222.28		OP_0040:1/2	
BSUB_00228	CDS	NC_000964.3	245190	246131	+	941	Trypsin	84.1	protein motif:Pfam-A	Pfam:PF00089.33		OP_0040:2/2	signal_peptide:1..23;score=2.5;h_max=2.24
	signal_peptide	NC_000964.3	245190	245258	+	68	signal peptide (BSUB_00228)	2.5	ab initio prediction:Darwin:SignalScanner				parent=BSUB_00228;cleavage_site=23
BSUB_00229	CDS	NC_000964.3	246094	246492	+	398	DUF2606	234.8	protein motif:Pfam-A	Pfam:PF10794.16		OP_0041:1/3	
BSUB_00230	CDS	NC_000964.3	246658	247548	+	890	Abhydrolase_6	64.6	protein motif:Pfam-A	Pfam:PF12697.14		OP_0041:2/3	
BSUB_00231	CDS	NC_000964.3	247744	248277	+	533	CDP-OH_P_transf	91.3	protein motif:Pfam-A	Pfam:PF01066.27		OP_0041:3/3	
BSUB_00232	CDS	NC_000964.3	248268	248756	+	488	VTT_dom	101.5	protein motif:Pfam-A	Pfam:PF09335.17			
BSUB_00233	CDS	NC_000964.3	248749	249540	+	791	PS_Dcarbxylase	200.1	protein motif:Pfam-A	Pfam:PF02666.21		OP_0042:1/5	
BSUB_00234	CDS	NC_000964.3	249595	249873	+	278	hypothetical protein	19.1	ab initio prediction:Prodigal			OP_0042:2/5	
BSUB_00235	CDS	NC_000964.3	249979	251319	+	1340	Erythro_esteras	201.2	protein motif:Pfam-A	Pfam:PF05139.20		OP_0042:3/5	signal_peptide:1..26;score=2.76;h_max=3.4
	signal_peptide	NC_000964.3	249979	250056	+	77	signal peptide (BSUB_00235)	2.8	ab initio prediction:Darwin:SignalScanner				parent=BSUB_00235;cleavage_site=26
BSUB_00236	CDS	NC_000964.3	251427	252314	+	887	HTH_18	76.4	protein motif:Pfam-A	Pfam:PF12833.14		OP_0042:4/5	
BSUB_00237	CDS	NC_000964.3	252514	253482	+	968	UPF0176_N	100.8	protein motif:Pfam-A	Pfam:PF17773.8		OP_0042:5/5	
BSUB_00238	CDS	NC_000964.3	253518	254762	-	1244	SDF	415.2	protein motif:Pfam-A	Pfam:PF00375.24		OP_0043:1/3	signal_peptide:1..29;score=2.67;h_max=3.0
	signal_peptide	NC_000964.3	254676	254762	-	86	signal peptide (BSUB_00238)	2.7	ab initio prediction:Darwin:SignalScanner				parent=BSUB_00238;cleavage_site=29
BSUB_00239	CDS	NC_000964.3	254907	256802	-	1895	PTS_EIIC	278.1	protein motif:Pfam-A	Pfam:PF02378.24		OP_0043:2/3	
BSUB_00240	CDS	NC_000964.3	256823	257572	-	749	Glucosamine_iso	97.2	protein motif:Pfam-A	Pfam:PF01182.27		OP_0043:3/3	signal_peptide:1..18;score=1.89;h_max=1.77
	signal_peptide	NC_000964.3	257519	257572	-	53	signal peptide (BSUB_00240)	1.9	ab initio prediction:Darwin:SignalScanner				parent=BSUB_00240;cleavage_site=18
BSUB_04228	CDS	NC_000964.3	257742	257786	+	44	hypothetical protein	5.0	ab initio prediction:Darwin:MiniGeneHunter			OP_0044:1/4	small_orf;rbs_score=5.0
BSUB_00241	CDS	NC_000964.3	257791	258498	+	707	UTRA	130.7	protein motif:Pfam-A	Pfam:PF07702.19		OP_0044:2/4	
BSUB_00242	CDS	NC_000964.3	258532	258807	+	275	DUF1648	52.0	protein motif:Pfam-A	Pfam:PF07853.17		OP_0044:3/4	
BSUB_00243	CDS	NC_000964.3	259016	260086	+	1070	Aminotran_4	126.0	protein motif:Pfam-A	Pfam:PF01063.25		OP_0044:4/4	
BSUB_00244	CDS	NC_000964.3	260123	261535	-	1412	AA_permease	420.7	protein motif:Pfam-A	Pfam:PF00324.28		OP_0045:1/4	
BSUB_00245	CDS	NC_000964.3	261656	262603	-	947	S-methyl_trans	291.9	protein motif:Pfam-A	Pfam:PF02574.23		OP_0045:2/4	
BSUB_00246	CDS	NC_000964.3	262732	264168	-	1436	Na_Ala_symp	548.1	protein motif:Pfam-A	Pfam:PF01235.24		OP_0045:3/4	
BSUB_00247	CDS	NC_000964.3	264191	265174	-	983	Glutaminase	349.2	protein motif:Pfam-A	Pfam:PF04960.21		OP_0045:4/4	
BSUB_00248	CDS	NC_000964.3	265356	266708	+	1352	HATPase_c	68.4	protein motif:Pfam-A	Pfam:PF02518.32		OP_0046:1/3	
BSUB_00249	CDS	NC_000964.3	266719	267663	+	944	YcbB	166.1	protein motif:Pfam-A	Pfam:PF08664.16		OP_0046:2/3	
BSUB_00250	CDS	NC_000964.3	267890	268816	+	926	DHDPS	337.4	protein motif:Pfam-A	Pfam:PF00701.29		OP_0046:3/3	signal_peptide:1..23;score=1.91;h_max=1.84
	signal_peptide	NC_000964.3	267890	267958	+	68	signal peptide (BSUB_00250)	1.9	ab initio prediction:Darwin:SignalScanner				parent=BSUB_00250;cleavage_site=23
BSUB_00251	CDS	NC_000964.3	268813	270312	+	1499	Aldedh	585.3	protein motif:Pfam-A	Pfam:PF00171.28		OP_0047:1/6	
BSUB_00252	CDS	NC_000964.3	270396	271763	+	1367	MFS_1	202.2	protein motif:Pfam-A	Pfam:PF07690.22		OP_0047:2/6	
BSUB_00253	CDS	NC_000964.3	271800	273167	+	1367	MR_MLE_C	162.5	protein motif:Pfam-A	Pfam:PF13378.13		OP_0047:3/6	
BSUB_00254	CDS	NC_000964.3	273237	273938	+	701	FCD	87.3	protein motif:Pfam-A	Pfam:PF07729.18		OP_0047:4/6	
BSUB_00255	CDS	NC_000964.3	274029	275561	+	1532	GD_AH_C	312.1	protein motif:Pfam-A	Pfam:PF20629.3		OP_0047:5/6	
BSUB_00256	CDS	NC_000964.3	275838	276758	+	920	APH	142.6	protein motif:Pfam-A	Pfam:PF01636.30		OP_0047:6/6	
BSUB_00257	CDS	NC_000964.3	277160	277321	+	161	Anti-TRAP	96.3	protein motif:Pfam-A	Pfam:PF15777.11		OP_0048:1/6	
BSUB_00258	CDS	NC_000964.3	277342	278280	+	938	EamA	104.5	protein motif:Pfam-A	Pfam:PF00892.27		OP_0048:2/6	signal_peptide:1..22;score=1.98;h_max=2.17
	signal_peptide	NC_000964.3	277342	277407	+	65	signal peptide (BSUB_00258)	2.0	ab initio prediction:Darwin:SignalScanner				parent=BSUB_00258;cleavage_site=22
BSUB_00259	CDS	NC_000964.3	278377	279057	+	680	Trans_reg_C	100.7	protein motif:Pfam-A	Pfam:PF00486.35		OP_0048:3/6	
BSUB_00260	CDS	NC_000964.3	279059	279994	+	935	HATPase_c	91.8	protein motif:Pfam-A	Pfam:PF02518.32		OP_0048:4/6	
BSUB_00261	CDS	NC_000964.3	280086	281009	+	923	ABC_tran	119.9	protein motif:Pfam-A	Pfam:PF00005.34		OP_0048:5/6	
BSUB_00262	CDS	NC_000964.3	281028	281714	+	686	hypothetical protein	58.0	ab initio prediction:Prodigal			OP_0048:6/6	
BSUB_00263	CDS	NC_000964.3	281769	282155	-	386	DUF2512	126.5	protein motif:Pfam-A	Pfam:PF10710.15			signal_peptide:1..25;score=2.62;h_max=2.79
	signal_peptide	NC_000964.3	282081	282155	-	74	signal peptide (BSUB_00263)	2.6	ab initio prediction:Darwin:SignalScanner				parent=BSUB_00263;cleavage_site=25
BSUB_00264	CDS	NC_000964.3	282469	282897	+	428	Hydrolase_2	75.7	protein motif:Pfam-A	Pfam:PF07486.18		OP_0049:1/5	
BSUB_00265	CDS	NC_000964.3	283003	283734	+	731	vWA-TerF-like	268.9	protein motif:Pfam-A	Pfam:PF10138.16		OP_0049:2/5	
BSUB_00266	CDS	NC_000964.3	284011	285762	+	1751	PhoD	416.3	protein motif:Pfam-A	Pfam:PF09423.16		OP_0049:3/5	
BSUB_00267	CDS	NC_000964.3	285775	285987	+	212	TatA_B_E	59.0	protein motif:Pfam-A	Pfam:PF02416.22		OP_0049:4/5	
BSUB_00268	CDS	NC_000964.3	286048	286776	+	728	TatC	205.8	protein motif:Pfam-A	Pfam:PF00902.24		OP_0049:5/5	
BSUB_00269	CDS	NC_000964.3	286773	287420	-	647	Peptidase_C15	343.9	protein motif:Pfam-A	Pfam:PF01470.23			
BSUB_00270	CDS	NC_000964.3	287499	288611	+	1112	Aminotran_5	144.8	protein motif:Pfam-A	Pfam:PF00266.26			
BSUB_00271	CDS	NC_000964.3	288653	290086	-	1433	MFS_1	152.8	protein motif:Pfam-A	Pfam:PF07690.22		OP_0050:1/2	
BSUB_00272	CDS	NC_000964.3	290132	290698	-	566	TetR_C_13_2	110.3	protein motif:Pfam-A	Pfam:PF21993.2		OP_0050:2/2	
BSUB_00273	CDS	NC_000964.3	290915	292042	+	1127	Asparaginase	219.0	protein motif:Pfam-A	Pfam:PF00710.26		OP_0051:1/2	signal_peptide:1..21;score=2.15;h_max=2.91
	signal_peptide	NC_000964.3	290915	290977	+	62	signal peptide (BSUB_00273)	2.1	ab initio prediction:Darwin:SignalScanner				parent=BSUB_00273;cleavage_site=21
BSUB_00274	CDS	NC_000964.3	292205	292843	+	638	Lipase_2	51.3	protein motif:Pfam-A	Pfam:PF01674.25		OP_0051:2/2	signal_peptide:1..31;score=2.73;h_max=3.3
	signal_peptide	NC_000964.3	292205	292297	+	92	signal peptide (BSUB_00274)	2.7	ab initio prediction:Darwin:SignalScanner				parent=BSUB_00274;cleavage_site=31
BSUB_00275	CDS	NC_000964.3	292881	293264	-	383	RDD	61.4	protein motif:Pfam-A	Pfam:PF06271.19			
